Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
844098040,27264,686,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
844128248,2400,687,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
844139192,896,688,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
844142840,27360,689,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
844172440,2368,690,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
844182808,896,691,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
844186136,27168,692,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
844215288,2400,693,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
844225912,800,694,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
844229176,27392,695,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
844258488,2400,696,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
844273752,896,697,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
844277752,27264,698,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
844314744,2368,699,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
844326584,41695,700,,,,,,,,,,2.000,47966.000,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
845447286,80032,719,,,,,,,,,,2.000,24990.050,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
845600118,569247,720,,,,,,,,,,10.000,17560.000,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
846241492,625663,721,,,,,,,,,,10.000,15980.000,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
847179603,75232,722,,,,,,,,,,2.000,26584.000,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
847259635,800,723,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
847261907,3328,724,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
847271955,2528,725,,,,,,,,,,0.000,1.582,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
847283571,896,726,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
847287731,4704,727,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
847299571,2368,728,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
847310259,800,729,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
847313651,6112,730,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
847326163,2400,731,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
847336499,864,732,,,,,,,,,,0.000,4.630,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
847339954,6912,733,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
847351794,2368,734,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
847362258,800,735,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
847365810,8640,736,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
847378450,2368,737,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
847388786,896,738,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
847391890,14400,739,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
847412210,2368,740,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
847422674,800,741,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
847426098,57056,742,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
847487986,2400,743,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
847498386,800,744,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
847501618,143296,745,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
847652882,2400,746,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
847663378,800,747,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
847666770,174175,748,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
847843313,2368,749,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
847853969,800,750,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
847857233,150976,751,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
848017393,2400,752,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
848027921,800,753,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
848030801,130112,754,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
848166897,2592,755,,,,,,,,,,0.000,1.543,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
848177649,800,756,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
848181265,109312,757,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
848300017,2496,758,,,,,,,,,,0.000,1.603,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
848310897,800,759,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
848313809,86784,760,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
848408561,2368,761,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
848419185,800,762,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
848422641,70239,763,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
848501744,2368,764,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
848512433,768,765,,,,,,,,,,0.000,5.208,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
848515313,60192,766,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
848577521,2367,767,,,,,,,,,,0.000,1.690,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
848587760,800,768,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
848591696,52352,769,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
848653296,2400,770,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
848663792,800,771,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
848666800,44544,772,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
848720880,2400,773,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
848731216,768,774,,,,,,,,,,0.000,5.208,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
848734480,36928,775,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
848780272,2400,776,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
848790992,800,777,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
848794480,29408,778,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
848832496,2400,779,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
848842768,896,780,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
848846032,27840,781,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
848875824,2368,782,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
848886352,864,783,,,,,,,,,,0.000,4.630,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
848889872,28032,784,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
848919728,2432,785,,,,,,,,,,0.000,1.645,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
848930128,864,786,,,,,,,,,,0.000,4.630,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
848933232,27424,787,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
848962544,2592,788,,,,,,,,,,0.000,1.543,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
848973104,800,789,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
848976208,27296,790,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
849005520,2656,791,,,,,,,,,,0.000,1.506,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
849016112,800,792,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
849019920,27744,793,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
849056720,2464,794,,,,,,,,,,0.000,1.623,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
849067440,1888,795,,,,,,,,,,0.000,2.119,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
849070832,27583,796,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
849107951,2368,797,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
849118319,832,798,,,,,,,,,,0.000,4.808,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
849121807,27232,799,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
849150960,2432,800,,,,,,,,,,0.000,1.645,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
849162384,41695,801,,,,,,,,,,2.000,47966.000,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
855900548,78752,820,,,,,,,,,,2.000,25396.051,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
856051940,583903,821,,,,,,,,,,10.000,17120.000,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
856708195,606559,822,,,,,,,,,,10.000,16480.000,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
857627905,75520,823,,,,,,,,,,2.000,26482.000,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
857706465,768,824,,,,,,,,,,0.000,5.208,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
857708737,3776,825,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
857721825,2528,826,,,,,,,,,,0.000,1.582,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
857733505,896,827,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
857737793,4896,828,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
857750497,2368,829,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
857761505,896,830,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
857764705,5696,831,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
857777121,2400,832,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
857787905,896,833,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
857791105,7136,834,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
857803745,2368,835,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
857814945,896,836,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
857818305,9472,837,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
857830369,2400,838,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
857841121,800,839,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
857844417,15072,840,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
857865185,2368,841,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
857875809,800,842,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
857879649,55904,843,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
857940961,2400,844,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
857951425,800,845,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
857954817,142463,846,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
858106880,2368,847,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
858117376,800,848,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
858121120,174912,849,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
858305504,2464,850,,,,,,,,,,0.000,1.623,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
858316640,800,851,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
858319744,152064,852,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
858479616,2368,853,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
858490144,800,854,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
858493120,130016,855,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
858629087,2400,856,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
858639647,800,857,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
858643487,109120,858,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
858755039,2368,859,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
858766143,800,860,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
858769055,88768,861,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
858863743,2368,862,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
858874303,800,863,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
858878175,70464,864,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
858956767,2528,865,,,,,,,,,,0.000,1.582,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
858967455,800,866,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
858970655,60416,867,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
859033567,2496,868,,,,,,,,,,0.000,1.603,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
859043935,768,869,,,,,,,,,,0.000,5.208,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
859047135,51936,870,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
859101151,2496,871,,,,,,,,,,0.000,1.603,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
859111807,800,872,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
859115327,44351,873,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
859168734,2368,874,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
859179102,800,875,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
859182302,37889,876,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
859228127,2400,877,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
859238655,800,878,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
859242175,30783,879,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
859280350,2400,880,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
859290942,896,881,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
859294142,28416,882,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
859331550,2400,883,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
859342078,896,884,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
859345534,27552,885,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
859382750,2400,886,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
859393470,800,887,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
859396702,27712,888,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
859426782,2496,889,,,,,,,,,,0.000,1.603,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
859437438,896,890,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
859440350,27616,891,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
859469790,2368,892,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
859480094,800,893,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
859483646,27072,894,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
859512830,2400,895,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
859523518,896,896,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
859526494,27264,897,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
859555774,2400,898,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
859567518,41824,899,,,,,,,,,,2.000,47818.000,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
860652412,79584,918,,,,,,,,,,2.000,25130.050,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
860804828,581695,919,,,,,,,,,,10.000,17190.000,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
861458587,597375,920,,,,,,,,,,10.000,16730.000,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
862380249,75808,921,,,,,,,,,,2.000,26382.000,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
862465977,832,922,,,,,,,,,,0.000,4.808,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
862468281,3712,923,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
862481369,2528,924,,,,,,,,,,0.000,1.582,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
862492601,896,925,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
862496121,4704,926,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
862509017,2368,927,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
862519481,864,928,,,,,,,,,,0.000,4.630,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
862523513,6400,929,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
862535641,2848,930,,,,,,,,,,0.000,1.404,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
862546585,768,931,,,,,,,,,,0.000,5.208,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
862549785,6976,932,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
862562297,2400,933,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
862572697,800,934,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
862575801,8960,935,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
862587833,2464,936,,,,,,,,,,0.000,1.623,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
862598392,800,937,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
